ID,Source-Span,Source_Strength,Original,Constraint(s),Interpretation,Atomic,Beyond-Syntax,Diff-Code-Related,Objective,Grounded,Decision(Auto),Notes,random
norm_138,1214-1216,should,"Object references on a namespaced type should usually refer only to objects in the same namespace.  Because namespaces are a security boundary, cross namespace references can have unexpected impacts, including:",Object references on a namespaced type should usually refer only to objects in the same namespace.,namespace付きリソースのオブジェクト参照は通常，同じnamespace内のオブジェクトのみを参照すべきである．,,,,,,,,0.81754958
norm_193,1990-1991,required,"All fields should be declared optional or required, and validation should check the requiredness.","All fields should be declared optional or required, and validation should check the requiredness.",すべてのフィールドはoptionalまたはrequiredとして宣言し，バリデーションで必須性をチェックすべきである．,,,,,,,,0.8331801017
norm_008,175-178,should,"Many simple resources are ""subresources"", which are rooted at API paths of specific resources. When resources wish to expose alternative actions or views that are closely coupled to a single resource, they should do so using new sub-resources. Common subresources include:","When resources wish to expose alternative actions or views that are closely coupled to a single resource, they should do so using new sub-resources.",単一リソースに密結合した代替アクションやビューは，サブリソースとして公開すべきである（例: /pods/{name}/log）．,,,,,,,,0.833570819
norm_052,472-473,preferred,"Condition types should be named in PascalCase. Short condition names are preferred (e.g. ""Ready"" over ""MyResourceReady"").","Short condition names are preferred (e.g. ""Ready"" over ""MyResourceReady"").",短いcondition名が望ましい（例: MyResourceReadyよりReadyが好ましい）．,,,,,,,,0.8355323241
norm_118,1036-1040,must,"Like admission controlled defaults, these controllers may consider external state when deciding what values to set, must handle race conditions, and can be disabled.  Fields which are initialized this way must be strictly optional (meaning observers will see the object without these fields set, and that is allowable and semantically correct).","Like admission controlled defaults, these controllers may consider external state when deciding what values to set, must handle race conditions, and can be disabled.",遅延初期化コントローラーは外部状態を考慮でき，レースコンディションに対応し，無効化可能でなければならない．,,,,,,,,0.8536579736
norm_066,614-623,should,"Some fields will have a list of allowed values (enumerations). These values will be strings, and they will be in CamelCase, with an initial uppercase letter. Examples: `ClusterFirst`, `Pending`, `ClientIP`. When an acronym or initialism each letter in the acronym should be uppercase, such as with `ClientIP` or `TCPDelay`. When a proper name or the name of a command-line executable is used as a constant the proper name should be represented in consistent casing - examples: `systemd`, `iptables`, `IPVS`, `cgroupfs`, `Docker` (as a generic concept), `docker` (as the command-line executable). If a proper name is used which has mixed capitalization like `eBPF` that should be preserved in a longer constant such as `eBPFDelegation`.","When a proper name or the name of a command-line executable is used as a constant the proper name should be represented in consistent casing - examples: `systemd`, `iptables`, `IPVS`, `cgroupfs`, `Docker` (as a generic concept), `docker` (as the command-line executable).","固有名詞やコマンドライン実行ファイル名を定数として使う場合，一貫したケーシングで表現すべきである（例: systemd, iptables, IPVS, Docker）．",,,,,,,,0.8541050819
norm_059,510-517,may,"In condition types, and everywhere else they appear in the API, **`Reason`** is intended to be a one-word, CamelCase representation of the category of cause of the current status, and **`Message`** is intended to be a human-readable phrase or sentence, which may contain specific details of the individual occurrence. `Reason` is intended to be used in concise output, such as one-line `kubectl get` output, and in summarizing occurrences of causes, whereas `Message` is intended to be presented to users in detailed status explanations, such as `kubectl describe` output.","In condition types, and everywhere else they appear in the API, `Reason` is intended to be a one-word, CamelCase representation of the category of cause of the current status, and `Message` is intended to be a human-readable phrase or sentence, which may contain specific details of the individual occurrence.",Reasonは原因カテゴリの1ワードCamelCase表現，Messageは個別事象の人間可読な文またはフレーズとして使用する．,,,,,,,,0.8656693186
norm_215,2070-2078,should,"When the user chooses to change the `discriminator` value (e.g., from `Type X` to `Type Y`) without changing any other fields then the system should clear the fields that were used to represent `Type X` in the union along with releasing resources that were attached to `Type X`. This should automatically happen irrespective of how these values and resources were allocated (i.e., reserved by the user or automatically allocated by the system. A concrete example of this is again `Service` API. The system allocates resources such as `NodePorts` and `ClusterIPs` and automatically fill in the fields that represent them in case of the service is of type `NodePort` or `ClusterIP` (`discriminator` values). These resources and the fields representing them are automatically cleared when  the users changes service type to `ExternalName` where these resources and field values no longer apply.","This should automatically happen irrespective of how these values and resources were allocated (i.e., reserved by the user or automatically allocated by the system.",値やリソースの割り当て方法（ユーザー指定/システム自動）にかかわらず，自動的にクリアが行われるべきである．,,,,,,,,0.8682182507
norm_003,145-147,required,"The name of a list kind must end with ""List"". Lists have a limited set of common metadata. All lists use the required ""items"" field to contain the array of objects they return. Any kind that has the ""items"" field must be a list kind.","All lists use the required ""items"" field to contain the array of objects they return.",すべてのリスト型は，返却するオブジェクト配列を格納するための「items」フィールドを必須で持つ．,,,,,,,,0.8757244589
norm_102,831-832,should,"An optional field is one where the writer may choose to omit the field entirely. Readers should not assume that the field is present, unless the field also has a server-side default value.","Readers should not assume that the field is present, unless the field also has a server-side default value.",読み手はフィールドの存在を前提としてはならない（サーバーサイドデフォルト値がある場合を除く）．,,,,,,,,0.8898069347
norm_070,625-632,should,"All API within Kubernetes must leverage constants in this style, including flags and configuration files. Where inconsistent constants were previously used, new flags should be CamelCase only, and over time old flags should be updated to accept a CamelCase value alongside the inconsistent constant. Example: the Kubelet accepts a `--topology-manager-policy` flag that has values `none`, `best-effort`, `restricted`, and `single-numa-node`. This flag should accept `None`, `BestEffort`, `Restricted`, and `SingleNUMANode` going forward. If new values are added to the flag, both forms should be supported.","If new values are added to the flag, both forms should be supported.",フラグに新しい値を追加する場合，CamelCaseと既存形式の両方をサポートすべきである．,,,,,,,,0.8932766868
norm_194,1997-1999,should,"Almost all string fields should be checked for format.  Some format checks include checking for length (e.g. ""short-name"", aka, ""DNS Label"" must be less than 64 bytes).",Almost all string fields should be checked for format.,ほぼすべての文字列フィールドはフォーマットチェックを行うべきである．,,,,,,,,0.8989625887
norm_121,1042-1044,recommended,"Like all controllers, care must be taken to not clobber unrelated fields or values (e.g. in an array).  Using one of the patch or apply mechanisms is recommended to facilitate composition and concurrency of controllers.",Using one of the patch or apply mechanisms is recommended to facilitate composition and concurrency of controllers.,コントローラーの合成と並行性を促進するために，patchまたはapplyメカニズムの使用が推奨される．,,,,,,,,0.899257599
norm_170,1805-1809,should,"* Acronyms should similarly only be used when extremely commonly known. All letters in the acronym should have the same case, using the appropriate case for the situation. For example, at the beginning of a field name, the acronym should be all lowercase, such as ""httpGet"". Where used as a constant, all letters should be uppercase, such as ""TCP"" or ""UDP"".","Acronyms should similarly only be used when extremely commonly known. All letters in the acronym should have the same case, using the appropriate case for the situation. For example, at the beginning of a field name, the acronym should be all lowercase, such as ""httpGet"". Where used as a constant, all letters should be uppercase, such as ""TCP"" or ""UDP"".","頭字語は広く知られている場合のみ使用し，全文字を同じケースにすべきである（フィールド先頭: httpGet，定数: TCP, UDP）．",,,,,,,,0.9023372144
norm_106,860-861,should,- The API server should not allow POSTing or PUTing a resource with this field unset.,The API server should not allow POSTing or PUTing a resource with this field unset.,requiredフィールドの場合，APIサーバーはそのフィールドが未設定のPOST/PUTを拒否すべきである．,,,,,,,,0.9037150974
norm_188,1925-1926,should,"- Key names, including prefixes, should be precise enough that a user could plausibly understand where it came from and what it is for.","Key names, including prefixes, should be precise enough that a user could plausibly understand where it came from and what it is for.",キー名はプレフィックスを含め，出自と目的をユーザーが理解できるよう十分に正確であるべきである．,,,,,,,,0.9104488285
norm_132,1178-1180,MUST,"APIs may return alternative representations of any resource in response to an Accept header or under alternative endpoints, but the default serialization for input and output of API responses MUST be JSON.","APIs may return alternative representations of any resource in response to an Accept header or under alternative endpoints, but the default serialization for input and output of API responses MUST be JSON.",APIレスポンスのデフォルトシリアライゼーションはJSONでなければならない．Acceptヘッダーに応じた代替表現は許容される．,,,,,,,,0.9155497976
norm_165,1793-1794,deprecated,"* `FooController` is a deprecated kind naming convention. Name the kind after the thing being controlled instead (e.g., `Job` rather than `JobController`).","`FooController` is a deprecated kind naming convention. Name the kind after the thing being controlled instead (e.g., `Job` rather than `JobController`).",FooControllerは非推奨のkind命名規約である．制御対象にちなんで命名すべきである（例: JobControllerではなくJob）．,,,,,,,,0.9251835572
norm_183,1907-1911,may,"In early versions of Kubernetes, some in-development features represented new API fields as annotations, generally with the form `something.alpha.kubernetes.io/name` or `something.beta.kubernetes.io/name` (depending on our confidence in it). This pattern is deprecated.  Some such annotations may still exist, but no new annotations may be defined.  New API fields are now developed as regular fields.","Some such annotations may still exist, but no new annotations may be defined.",既存のそのようなannotationsは残存しうるが，新規のannotationsは定義できない．,,,,,,,,0.929122895
norm_139,1229-1233,should,Built-in types and ownerReferences do not support cross namespaces references. If a non-built-in types chooses to have cross-namespace references the semantics of the edge cases above should be clearly described and the permissions issues should be resolved. This could be done with a double opt-in (an opt-in from both the referrer and the refer-ee) or with secondary permissions checks performed in admission.,If a non-built-in types chooses to have cross-namespace references the semantics of the edge cases above should be clearly described and the permissions issues should be resolved.,非組み込み型がクロスnamespace参照を持つ場合，エッジケースのセマンティクスを明確に説明し，権限の問題を解決すべきである．,,,,,,,,0.9322634532
norm_094,812-822,may,"Names generated by the system may be requested using `metadata.generateName`. GenerateName indicates that the name should be made unique by the server prior to persisting it. A non-empty value for the field indicates the server should attempt to make the name unique (and the name returned to the client will be different than the name passed). The value of this field will be combined with a random suffix on the server if the Name field has not been provided. The provided value must be valid within the rules for Name, and may be truncated by the length of the suffix. If this field is specified, and Name is not present, the server will return a 409 with Reason `AlreadyExists` if the generated name exists, and the client should retry (after waiting at least the amount of time indicated in the Retry-After header, if it is present).",Names generated by the system may be requested using `metadata.generateName`.,システム生成の名前はmetadata.generateNameで要求できる．,,,,,,,,0.933502645
norm_199,2011-2012,should,"All numeric fields should be bounds-checked, both for too-small values (including negative) and for too-large values.","All numeric fields should be bounds-checked, both for too-small values (including negative) and for too-large values.",すべての数値フィールドは，小さすぎる値（負の値を含む）と大きすぎる値の両方について境界チェックすべきである．,,,,,,,,0.9350174517
norm_220,2152-2161,should,"Since almost everything is happening asynchronously to almost everything else, controller implementations should take care around the ordering of operations. For example, whether the controller updates a `status` field before or after it actuates a change depends on what guarantees need to be made to observers of the system.  In some cases, writing to a `status` field represents an acknowledgement or acceptance of a `spec` value, and it is OK to write it before actuation.  However, if it would be problematic for a client to observe the `status` value before it is actuated then the controller must actuate first and update `status` afterward.  In some rarer cases, controllers will need to acknowledge, then actuate, then update to a ""final"" value.","Since almost everything is happening asynchronously to almost everything else, controller implementations should take care around the ordering of operations.",ほぼすべてが非同期で動作するため，コントローラーの実装は操作の順序に注意すべきである．,,,,,,,,0.9401077193
norm_017,237-239,MUST,* name: a string that uniquely identifies this object within the current namespace (see [the identifiers docs](https://kubernetes.io/docs/concepts/overview/working-with-objects/names/)). This value is used in the path when retrieving an individual object.,"Every object kind MUST have the following metadata in a nested object field called ""metadata"": name: a string that uniquely identifies this object within the current namespace (see the identifiers docs). This value is used in the path when retrieving an individual object.",すべてのオブジェクトkindは，現在のnamespace内で一意なmetadata.nameフィールドを持たなければならない．,,,,,,,,0.9456447554
norm_035,342-343,should,Objects that contain both `spec` and `status` should not contain additional top-level fields other than the standard metadata fields.,Objects that contain both `spec` and `status` should not contain additional top-level fields other than the standard metadata fields.,specとstatusの両方を持つオブジェクトは，標準のmetadataフィールド以外のトップレベルフィールドを持つべきではない．,,,,,,,,0.9476780369
norm_200,2016-2017,should,"All list fields should be checked for maximum size.  If the list has a minimum size, that should also be checked.",All list fields should be checked for maximum size.,すべてのリストフィールドは最大サイズのチェックを行うべきである．,,,,,,,,0.9503769379
norm_062,548-550,may,"References in the `status` of the referee to the referrer may be permitted, when the references are one-to-one and do not need to be frequently updated, particularly in an edge-based manner.","References in the `status` of the referee to the referrer may be permitted, when the references are one-to-one and do not need to be frequently updated, particularly in an edge-based manner.",被参照側のstatusから参照側への参照は，1対1でかつ頻繁な更新が不要な場合に許容される．,,,,,,,,0.9577251269
norm_088,712-714,should,* GET /&lt;resourceNamePlural&gt;&quest;watch=true - Receive a stream of JSON objects corresponding to changes made to any resource of the given kind over time.,API resources should use the traditional REST pattern: GET /&lt;resourceNamePlural&gt;&quest;watch=true - Receive a stream of JSON objects corresponding to changes made to any resource of the given kind over time.,GET /<リソース名複数形>?watch=trueで，リソースの変更に対応するJSONオブジェクトのストリームを受信するエンドポイントを提供すべきである．,,,,,,,,0.9585577445
norm_135,1190-1193,preferred,"Units must either be explicit in the field name (e.g., `timeoutSeconds`), or must be specified as part of the value (e.g., `resource.Quantity`). Which approach is preferred is TBD, though currently we use the `fooSeconds` convention for durations.","Which approach is preferred is TBD, though currently we use the `fooSeconds` convention for durations.",単位の表現方法は未確定だが，現在は期間に対してfooSeconds規約を使用している．,,,,,,,,0.9731104509
norm_023,270-271,SHOULD,* labels: a map of string keys and values that can be used to organize and categorize objects (see [the labels docs](https://kubernetes.io/docs/concepts/overview/working-with-objects/labels/)),Every object SHOULD have a `metadata.labels` field containing string key-value pairs used to organize and categorize objects.,すべてのオブジェクトは，オブジェクトの整理・分類に使用する文字列key-valueペアのmetadata.labelsフィールドを持つべきである．,,,,,,,,0.9803494898
norm_156,1631-1634,may,"`reason` may contain a machine-readable, one-word, CamelCase description of why this operation is in the `Failure` status. If this value is empty there is no information available. The `reason` clarifies an HTTP status code but does not override it.","`reason` may contain a machine-readable, one-word, CamelCase description of why this operation is in the `Failure` status.",reasonフィールドは機械可読な1ワードCamelCaseの失敗理由を含んでもよい．,,,,,,,,0.9854625392
norm_019,248-254,MUST,"* resourceVersion: a string that identifies the internal version of this object that can be used by clients to determine when objects have changed. This value MUST be treated as opaque by clients and passed unmodified back to the server. Clients should not assume that the resource version has meaning across namespaces, different kinds of resources, or different servers. (See [concurrency control](#concurrency-control-and-consistency), below, for more details.)","Every object SHOULD have the following metadata in a nested object field called ""metadata"": resourceVersion: a string that identifies the internal version of this object that can be used by clients to determine when objects have changed. This value MUST be treated as opaque by clients and passed unmodified back to the server. Clients should not assume that the resource version has meaning across namespaces, different kinds of resources, or different servers. (See concurrency control, below, for more details.)",すべてのオブジェクトはmetadata.resourceVersionを持つべきである．この値はクライアントが不透明に扱い，変更せずにサーバーに返さなければならない（MUST）．,,,,,,,,0.993648876
