ID,Source-Span,Source_Strength,Original,Constraint,Interpretation,Kube-API-Linter,Atomic,Beyond-Syntax,Diff-Closed,Objective,Grounded,Decision(Auto),Notes
block_0507_s2,2016-2017,recommendation,"All list fields should be checked for maximum size. If the list has a minimum size, that should also be checked.","All list fields should be checked for maximum size, and list fields with a minimum size should also be checked for minimum size.",すべてのリストフィールドは最大サイズを検査されるべきであり，最小サイズがあるリストフィールドは最小サイズも検査されるべきである．,,,,,,,,
block_0508_s1,2019-2021,recommendation,"All list fields should have their ""listType"" tag(s) set.","All list fields should have their ""listType"" tags set.","すべてのリストフィールドには，""listType""タグが設定されるべきである．",ssatags,,,,,,,
block_0508_s2,2019-2021,recommendation,"All list fields should have their ""listType"" tag(s) set. Lists with set or map semantics should be checked for uniqueness (declarative validation will do this authomatically).","All list fields should have their ""listType"" tags set, and lists with set or map semantics should be checked for uniqueness.","すべてのリストフィールドには""listType""タグが設定されるべきであり，setまたはmapの意味を持つリストは一意性を検査されるべきである．",ssatags,,,,,,,
block_0509_s1,2025-2026,recommendation,All map fields should be checked for maximum size.,All map fields should be checked for maximum size.,すべてのmapフィールドは，最大サイズを検査されるべきである．,,,,,,,,
block_0509_s2,2025-2026,recommendation,"All map fields should be checked for maximum size. If the map has a minimum size, that should also be checked.","All map fields should be checked for maximum size, and map fields with a minimum size should also be checked for minimum size.",すべてのmapフィールドは最大サイズを検査されるべきであり，最小サイズがあるmapフィールドは最小サイズも検査されるべきである．,,,,,,,,
block_0510_s1,2028-2028,recommendation,"Map fields should have their keys validated, in addition to their values.",Map fields should have their keys validated in addition to their values.,mapフィールドでは，値に加えてキーもバリデーションされるべきである．,,,,,,,,
block_0514_s1,2039-2041,obligation,"When asserting a requirement in the positive, use ""must"".","When asserting a requirement in the positive, use ""must"".","肯定形で要求事項を述べる場合は，""must""を使わなければならない．",,,,,,,,
block_0514_s3,2039-2041,obligation;recommendation,"Words like ""should"" imply that the assertion is optional, and must be avoided.","Words such as ""should"" must be avoided because they imply that the assertion is optional.","""should""のような語は，その主張が任意であることを示してしまうため，避けなければならない．",,,,,,,,
block_0515_s1,2042-2044,prohibition,"When asserting a formatting requirement in the negative, use ""must not"".","When asserting a formatting requirement in the negative, use ""must not"".","否定形でフォーマット要件を述べる場合は，""must not""を使う．",,,,,,,,
block_0515_s3,2042-2044,obligation;prohibition,"Words like ""should not"" imply that the assertion is optional, and must be avoided.","Words such as ""should not"" must be avoided because they imply that the assertion is optional.","""should not""のような語は，その主張が任意であることを示してしまうため，避けなければならない．",,,,,,,,
block_0519_s3,2052-2054,prohibition,"When specifying inequalities, use words rather than symbols. Do not use words like ""larger than"", ""bigger than"", ""more than"", ""higher than"", etc.","When specifying inequalities, use words rather than symbols, and do not use words such as ""larger than"", ""bigger than"", ""more than"", or ""higher than"".","不等関係を指定する場合は記号ではなく語を使い，""larger than""，""bigger than""，""more than""，""higher than""のような語は使ってはならない．",,,,,,,,
block_0523_s1,2061-2061,recommendation,"A set of N fields, only one of which should be set at any given time - effectively a union.","For a set of N fields that is effectively a union, only one field should be set at any given time.",実質的にunionであるN個のフィールドの集合では，任意の時点で設定されているフィールドは1つだけであるべきである．,,,,,,,,
block_0525_s1,2070-2078,recommendation,"When the user chooses to change the `discriminator` value (e.g., from `Type X` to `Type Y`) without changing any other fields then the system should clear the fields that were used to represent `Type X` in the union along with releasing resources that were attached to `Type X`.","When the user changes the `discriminator` value, such as from `Type X` to `Type Y`, without changing any other fields, the system should clear the fields that represented `Type X` in the union and release resources that were attached to `Type X`.",ユーザーが他のフィールドを変更せずに`discriminator`値を`Type X`から`Type Y`へ変更するような場合，システムはunion内で`Type X`を表していたフィールドをクリアし，`Type X`に紐づいていたリソースを解放すべきである．,,,,,,,,
block_0525_s2,2070-2078,recommendation,"When the user chooses to change the `discriminator` value (e.g., from `Type X` to `Type Y`) without changing any other fields then the system should clear the fields that were used to represent `Type X` in the union along with releasing resources that were attached to `Type X`. This should automatically happen irrespective of how these values and resources were allocated (i.e., reserved by the user or automatically allocated by the system.","When the user changes the `discriminator` value, such as from `Type X` to `Type Y`, without changing any other fields, the system should automatically clear the fields that represented `Type X` in the union and release resources that were attached to `Type X`, regardless of whether those values and resources were reserved by the user or automatically allocated by the system.",ユーザーが他のフィールドを変更せずに`discriminator`値を`Type X`から`Type Y`へ変更するような場合，システムは，その値やリソースがユーザーにより予約されたかシステムにより自動割り当てされたかにかかわらず，`Type X`を表していたunion内のフィールドを自動的にクリアし，`Type X`に紐づいていたリソースを解放すべきである．,,,,,,,,
block_0526_s3,2082-2087,obligation,"Many API types include values that are allocated on behalf of the user from some larger space (e.g. IP addresses from a range, or storage bucket names). These allocations are usually driven by controllers asynchronously to the user's API operations. Sometimes the user can request a specific value and a controller must confirm or reject that request.","When the user requests a specific value for an API type value that is allocated on behalf of the user from a larger space, a controller must confirm or reject that request.",API型の値がIPアドレスやストレージバケット名のように大きな空間からユーザーのために割り当てられるものであり，ユーザーが特定の値を要求した場合，コントローラーはその要求を確認または拒否しなければならない．,,,,,,,,
block_0527_s1,2089-2091,obligation;prohibition,"The common theme among all of these is that the system should not trust users with such fields, and must verify or otherwise confirm such requests before using them.","The system must not trust users with fields that can affect security-relevant behavior, and must verify or otherwise confirm requests involving such fields before using them.",セキュリティに関係する挙動へ影響し得るフィールドについて，システムはユーザー入力をそのまま信用してはならない．そのようなフィールドを含む要求は，使用前に検証するか，別の方法で確認しなければならない．,,,,,,,,
block_0534_s1,2119-2122,obligation,Service `externalIPs`: Users must specify one or more specific IPs in `spec`.,Users must specify one or more specific IP addresses in `spec` for Service `externalIPs`.,Service の `externalIPs` では，ユーザーは `spec` 内に1つ以上の具体的な IP アドレスを指定しなければならない．,,,,,,,,
block_0536_s1,2131-2132,recommendation,New APIs should almost never do this.,New APIs should almost never place user-supplied desired state outside `status`.,新しい API は，ユーザーが指定する desired state を `status` の外に置く設計をほとんど採用すべきではない．,,,,,,,,
block_0536_s2,2131-2132,recommendation,"New APIs should almost never do this. Instead, they should use `status`.","New APIs should almost never place user-supplied desired state outside `status`, and should use `status` instead.",新しい API は，ユーザーが指定する desired state を `status` の外に置く設計をほとんど採用すべきではなく，代わりに `status` を使うべきである．,,,,,,,,
block_0543_s1,2152-2161,recommendation,"Since almost everything is happening asynchronously to almost everything else, controller implementations should take care around the ordering of operations.",Controller implementations should take care around the ordering of operations because almost everything is happening asynchronously to almost everything else.,ほぼすべての処理が互いに非同期に進むため，コントローラー実装は操作の順序に注意を払うべきである．,,,,,,,,
block_0543_s4,2152-2161,obligation,"For example, whether the controller updates a `status` field before or after it actuates a change depends on what guarantees need to be made to observers of the system. In some cases, writing to a `status` field represents an acknowledgement or acceptance of a `spec` value, and it is OK to write it before actuation. However, if it would be problematic for a client to observe the `status` value before it is actuated then the controller must actuate first and update `status` afterward.","If it would be problematic for a client to observe a `status` value before the corresponding change is actuated, the controller must actuate the change first and update `status` afterward.",対応する変更が実際に反映される前にクライアントが `status` 値を観測すると問題になる場合，コントローラーは先にその変更を実行し，その後で `status` を更新しなければならない．,,,,,,,,
block_0544_s1,2163-2169,obligation,"Controllers must take care to consider how a `status` field will be handled in the case of interrupted control loops (e.g. controller crash and restart), and must act idempotently and consistently.","Controllers must consider how a `status` field will be handled when control loops are interrupted, such as by controller crash and restart, and must act idempotently and consistently.",コントローラーは，クラッシュと再起動などで制御ループが中断された場合に `status` フィールドをどう扱うかを考慮し，冪等かつ一貫した動作をしなければならない．,,,,,,,,
block_0552_s1,2188-2190,obligation,"When using this pattern, you must account for lifecycle of the allocated objects (who cleans them up and when) as well as the ""linkage"" between them and the main type (often using the same name, an object-ref field, or a selector).","When using this pattern, the API design must account for the lifecycle of the allocated objects, including who cleans them up and when, and for the linkage between the allocated objects and the main type, often using the same name, an object-ref field, or a selector.",このパターンを使う場合，API 設計は，割り当てられたオブジェクトのライフサイクル，つまり誰がいつクリーンアップするかを考慮しなければならない．また，割り当てられたオブジェクトとメイン型との結び付きについても，同じ名前，object-ref フィールド，または selector などを用いて考慮しなければならない．,,,,,,,,
